date,RECESSION,CPI,FEDFUNDS,INDPRO,PAYEMS,SP500,UNEMPLOY,YC
4/1/1983,n,0.00204499,0.26,0.008082853,0.001943744,0.032558912,-0.137,1.47
5/1/1983,n,0.001020929,0.03,0.012147479,0.003070822,0.07230841,-0.14,2.18
6/1/1983,n,0.001019888,-0.17,0.006812855,0.003128354,-0.012484062,-0.114,1.98
7/1/1983,n,0.007110238,0.35,0.005967215,0.004196706,0.031817974,0.092,2.39
8/1/1983,n,0.00404041,0.39,0.01502059,0.004610499,-0.030771665,-0.698,2.42
9/1/1983,n,0.002014099,0.19,0.011096064,-0.003411498,0.011255294,0.075,1.99
10/1/1983,n,0.00401607,-0.11,0.015025786,0.012328138,0.010106982,-0.341,2.26
11/1/1983,n,0.003001503,0.03,0.008280226,0.002987412,-0.015290656,-0.395,2.29
12/1/1983,n,0.002992521,-0.14,0.003489427,0.00387143,0.01727572,-0.388,2.35
1/1/1984,n,0.003976148,0.13,0.005260918,0.0038565,-0.008873393,-0.168,2.11
2/1/1984,n,0.00297177,0.09,0.019725965,0.004791711,-0.009258694,-0.323,2.45
3/1/1984,n,0.002962965,0.03,0.004280142,0.005209074,-0.039634519,-0.217,2.62
4/1/1984,n,0.006879634,0.32,0.004915409,0.002915548,0.013407708,-0.045,2.53
5/1/1984,n,0.004885208,0.38,0.006262876,0.003877775,0.005450692,0.016,3.59
6/1/1984,n,0.00291971,0.03,0.004726295,0.003257228,-0.06119101,-0.306,2.78
7/1/1984,n,0.003879733,0.74,0.003483169,0.004040795,0.01731838,-0.23,1.68
8/1/1984,n,0.001934237,0.17,0.003137707,0.003275781,-0.016587986,0.311,1.15
9/1/1984,n,0.001930503,0.41,0.000951687,0.002560308,0.101050096,-0.018,1.17
10/1/1984,n,0.00384986,-0.34,-0.001772219,0.003277727,-0.003485712,-0.152,1.8
11/1/1984,n,0.0028777,-1.31,-0.001648449,0.002984717,-6.03E-05,0.014,2.15
12/1/1984,n,0.002869442,-0.56,0.003938902,0.003684553,-0.015227606,-0.183,3.17
1/1/1985,n,0.00381316,-1.05,0.001119254,0.00130148,0.022127757,0.16,2.82
2/1/1985,n,0.001901141,-0.03,-0.0015983,0.002753549,0.071469271,0.065,3.41
3/1/1985,n,0.001897534,0.15,0.003423074,0.001358393,0.008591766,-0.102,3.07
4/1/1985,n,0.00189394,0.08,0.001612339,0.003506689,-0.00287414,0.018,3.14
5/1/1985,n,0.005660392,-0.31,-0.002731328,0.00202187,-0.004604863,0.056,2.31
6/1/1985,n,0.004692641,-0.3,0.001411851,0.002819657,0.052640886,-0.093,2.72
7/1/1985,n,0.001870908,-0.44,0.000732666,0.001509465,0.01206099,0.158,2.69
8/1/1985,n,0.001867414,0.35,-0.006524151,0.001937399,-0.004859366,0.053,2.38
9/1/1985,n,0.002794599,0.02,0.004134353,0.001964316,-0.012067031,-0.317,2.39
10/1/1985,n,0.001858737,0.02,0.004306735,0.002093066,-0.035341289,0.052,2.02
11/1/1985,n,0.001855288,0.07,-0.004141432,0.001915651,0.04163013,0.05,1.54
12/1/1985,n,0.001851852,0.06,0.003372972,0.002135493,0.063032626,-0.17,0.73
1/1/1986,n,0.003693448,0.22,0.010412365,0.001684835,0.044075346,0.01,0.94
2/1/1986,n,0.004597709,-0.13,0.004627654,0.001246573,0.002363732,-0.343,0.27
3/1/1986,n,0.004576667,-0.28,-0.00658238,0.001164091,0.069049528,0.607,-0.09
4/1/1986,n,0.003646312,-0.38,-0.006916003,0.000879761,0.051447506,-0.019,0.39
5/1/1986,n,-0.001821494,-0.49,0.000316529,0.001888365,-0.014249177,-0.019,1.2
6/1/1986,n,-0.005484474,-0.14,0.002161739,0.001280442,0.049008509,0.075,0.43
7/1/1986,n,-0.003673099,0.07,-0.003263833,-0.000937486,0.014010908,0.069,0.78
8/1/1986,n,0.002756088,-0.36,0.005584615,0.003201968,-0.060475141,-0.189,0.78
9/1/1986,n,0.003663008,-0.39,-0.001336831,0.001155425,0.068772614,-0.184,1.56
10/1/1986,n,0.000913659,-0.28,0.002026564,0.003468293,-0.089310679,0.175,1.49
11/1/1986,n,0.000912825,-0.04,0.004666055,0.001869486,0.053284175,-0.067,1.11
12/1/1986,n,0.003642991,0.19,0.004543307,0.001865998,0.021249806,-0.084,0.32
1/1/1987,n,0.001816531,0.87,0.008384182,0.002001823,-0.028696094,-0.276,0.75
2/1/1987,n,0.001813237,-0.48,-0.003068876,0.001680029,0.123780037,0.009,1.09
3/1/1987,n,0.00361664,-0.33,0.013001701,0.00239091,0.036258271,-0.027,1.38
4/1/1987,n,0.005400553,0.03,0.001301345,0.002424747,0.02604766,-0.003,1.84
5/1/1987,n,0.003584233,0.24,0.006287866,0.003305984,-0.01151627,-0.32,1.64
6/1/1987,n,0.003571432,0.48,0.006435887,0.002253639,0.006016064,0.032,1.65
7/1/1987,n,0.004446428,-0.12,0.004639497,0.001689356,0.04680199,-0.176,2.08
8/1/1987,n,0.002658398,-0.15,0.006907458,0.003399514,0.047097015,-0.13,2.27
9/1/1987,n,0.004415018,0.15,0.008273769,0.001690551,0.034361658,-0.007,2.41
10/1/1987,n,0.002639685,0.49,0.002564049,0.002213911,-0.024462958,-0.159,1.59
11/1/1987,n,0.004384049,0.07,0.014482075,0.00477198,-0.245428036,0.125,2.3
12/1/1987,n,0.003493453,-0.6,0.0052342,0.002266235,-0.089212559,-0.192,2.06
1/1/1988,n,0.002612104,0.08,0.004926878,0.002791827,0.070329359,-0.099,1.43
2/1/1988,n,0.003472226,0.06,0.000449037,0.000887115,0.03963627,0.017,1.58
3/1/1988,n,0.001731602,-0.25,0.004335135,0.004433403,0.040966691,-0.024,1.99
4/1/1988,n,0.003454235,0,0.001999061,0.002635325,-0.03391182,-0.053,2
5/1/1988,n,0.001722653,0.29,0.005645846,0.002322904,0.009380608,-0.275,2.11
6/1/1988,n,0.002578429,0.22,-0.001170873,0.002193674,0.003171093,0.178,1.31
7/1/1988,n,0.005990604,0.42,0.002543629,0.003461922,0.042346602,-0.233,1.37
8/1/1988,n,0.002556456,0.24,0.0004286,0.002124472,-0.005426069,0.059,1.24
9/1/1988,n,0.004246291,0.26,0.0041653,0.001174109,-0.039364832,0.238,0.68
10/1/1988,n,0.004228336,0.18,-0.002742713,0.003202845,0.038960424,-0.239,0.35
11/1/1988,n,0.004210533,0.11,0.00495135,0.002477756,0.025633109,-0.036,0.71
12/1/1988,n,0.004192878,0.05,0.001585188,0.00320349,-0.019071593,-0.031,0.38
1/1/1989,n,0.003341691,0.41,0.004876867,0.002632135,0.014580756,-0.019,-0.11
2/1/1989,n,0.003330561,0.36,0.00300379,0.002457268,0.068699967,0.164,-0.04
3/1/1989,n,0.003319505,0.24,-0.004557721,0.002479171,-0.029371293,-0.323,-0.55
4/1/1989,n,0.004133946,0.49,0.00227128,0.001804249,0.020592475,-0.154,-0.82
5/1/1989,n,0.003294896,-0.01,0.000677719,0.001578371,0.048875816,0.263,-1.21
6/1/1989,n,0.004922077,-0.03,-0.006656184,0.00113118,0.034534262,-0.093,-1.43
7/1/1989,n,0.007337986,-0.28,0.000477139,0.001055849,-0.00795612,0.202,-1.42
8/1/1989,n,0.004862246,-0.29,-0.009225547,0.000388716,0.084681402,-0.082,-0.73
9/1/1989,n,0.003228413,-0.25,0.009195634,0.000471809,0.015397563,0.016,-0.71
10/1/1989,n,0.003218024,0.03,-0.003491781,0.002300349,-0.006565876,0.079,-0.92
11/1/1989,n,0,-0.18,-0.000651128,0.00098688,-0.025497775,0.04,-0.71
12/1/1989,n,0.00240674,-0.29,0.00327347,0.00254111,0.016406007,0.095,-0.52
1/1/1990,n,0.004796172,-0.1,0.006049899,0.000772101,0.021190699,-0.058,0.2
2/1/1990,n,0.003979313,-0.22,-0.006661479,0.003329744,-0.0712997,0.085,0.27
3/1/1990,n,0.003172088,0.01,0.009756297,0.00215886,0.008502791,-0.101,0.37
4/1/1990,n,0.009456335,0.04,0.004881531,0.001907988,0.023965503,-0.053,0.78
5/1/1990,n,0.003913899,-0.02,-0.00152078,0.000382985,-0.02725521,0.199,0.42
6/1/1990,n,0.004676548,-0.08,0.002131241,0.001393919,0.088000978,-0.055,0.14
7/1/1990,n,0.002330098,0.11,0.00320617,0.00015476,-0.008926085,-0.152,0.21
8/1/1990,y,0.001550388,-0.14,-0.001294874,-0.000291333,-0.005236846,0.332,0.73
9/1/1990,y,0.006177626,-0.02,0.003281936,-0.001895735,-0.099062814,0.266,0.62
10/1/1990,y,0.004608303,0.07,0.001264405,-0.00089443,-0.052540711,0.18,0.54
11/1/1990,y,0.008393792,-0.09,-0.007543676,-0.00137972,-0.006720747,0.091,0.45
12/1/1990,y,0.006815627,-0.3,-0.011760638,-0.001399939,0.058206844,0.305,0.77
1/1/1991,y,0.006769488,-0.5,-0.00656334,-0.000439601,0.024524557,0.137,1.12
2/1/1991,y,0.002246351,-0.4,-0.004350848,-0.001017317,0.040679026,0.114,1.77
3/1/1991,y,0.00373274,-0.66,-0.007005456,-0.002947809,0.065114457,0.25,1.93
4/1/1991,n,0.003718859,-0.13,-0.005253486,-0.001472565,0.021959939,0.321,2.11
5/1/1991,n,0.000742115,-0.21,0.00197008,-0.001936038,0.000319748,-0.147,2.28
6/1/1991,n,0,-0.13,0.009961227,-0.001061802,0.037878442,0.297,2.34
7/1/1991,n,0.002223046,0.12,0.009067233,0.000784919,-0.049077466,-0.044,2.38
8/1/1991,n,0.003694131,-0.08,0.00119102,-0.000387765,0.043882277,-0.106,2.16
9/1/1991,n,0.00294551,-0.16,0.000854581,0.000166203,0.019458239,0.08,2.02
10/1/1991,n,0.001469508,-0.21,0.008863011,0.000240023,-0.019329352,0.056,2.26
11/1/1991,n,0.002932553,-0.24,-0.001743212,0.000193823,0.01176476,0.12,2.57
12/1/1991,n,0.002923979,-0.4,-0.001145587,-0.000563112,-0.044896648,0.089,2.28
1/1/1992,n,0.001458789,-0.38,-0.003984597,0.000295443,0.105789493,0.267,3.28
2/1/1992,n,0.004363643,-0.4,-0.005609665,0.000378409,-0.020124905,0.085,3.21
3/1/1992,n,0.002898553,0.03,0.00713769,-0.000535352,0.009543854,0.171,3.56
4/1/1992,n,0.000723327,-0.08,0.008275599,0.00049844,-0.022073704,0.006,3.88
5/1/1992,n,0.002166848,-0.25,0.007552115,0.001420114,0.027510798,-0.045,3.51
6/1/1992,n,0.003601012,0.09,0.003256594,0.00119723,0.000963493,0.329,3.38
7/1/1992,n,0.002154399,-0.06,0.000143022,0.000607276,-0.017511263,0.296,3.47
8/1/1992,n,0.002149768,-0.51,0.008996844,0.000717215,0.038618305,-0.19,3.32
9/1/1992,n,0.002859187,0.05,-0.004933114,0.001212578,-0.024290162,-0.063,3.15
10/1/1992,n,0.002851035,-0.08,0.002320632,0.000312093,0.009064388,-0.006,3.7
11/1/1992,n,0.002132955,-0.12,0.007472849,0.001650634,0.002104068,-0.383,3.86
12/1/1992,n,0.002128415,-0.01,0.004245044,0.001217888,0.029812951,0.167,3.78
1/1/1993,n,0.004243288,-0.17,0.000902678,0.002038699,0.010057024,-0.008,3.37
2/1/1993,n,0.002818888,0.1,0.004322451,0.002726997,0.007021282,-0.232,3
3/1/1993,n,0.00140647,0.01,0.004423509,0.002274403,0.010429055,-0.142,2.96
4/1/1993,n,0.003507545,0.04,-0.001400934,-0.000454467,0.018524652,-0.127,3.09
5/1/1993,n,0.002098637,-0.11,0.003501646,0.002741842,-0.025745397,0.054,3.16
6/1/1993,n,0.001396648,0.04,-0.003477682,0.002463055,0.022463264,0.039,2.76
7/1/1993,n,0.00348311,0.04,0.001656622,0.001635663,0.000754945,-0.028,2.77
8/1/1993,n,0.00277778,0.02,0.00308146,0.002759195,-0.005341285,-0.191,2.42
9/1/1993,n,0.000693241,-0.03,-0.001051466,0.001358763,0.033852442,-0.167,2.31
10/1/1993,n,0.001385042,0.06,0.004771183,0.002173777,-0.010038144,-0.049,2.44
11/1/1993,n,0.002073972,-0.1,0.007648758,0.002553982,0.019207277,0.036,2.81
12/1/1993,n,0.001380262,0.03,0.004134313,0.002243907,-0.012994692,-0.208,2.87
1/1/1994,n,0.004129393,-0.06,0.005456768,0.002942516,0.010040597,-0.065,2.65
2/1/1994,n,0.002743486,0.09,0.003779412,0.00249879,0.031983768,0.153,2.9
3/1/1994,n,0.002052686,0.2,0.000273358,0.001650575,-0.030505596,-0.047,3.43
4/1/1994,n,0,0.09,0.010024661,0.004079237,-0.046825931,-0.113,3.5
5/1/1994,n,0.002730377,0.22,0.005650661,0.003033138,0.011464673,-0.139,3.16
6/1/1994,n,0.002722942,0.45,0.00510785,0.002944966,0.012320928,-0.416,3.09
7/1/1994,n,0.000679579,0.24,0.006361782,0.002778766,-0.027156239,0.012,2.86
8/1/1994,n,0.002035969,0.01,0.001531165,0.003251069,0.031004269,0.019,2.72
9/1/1994,n,0.002708194,0.21,0.005925791,0.002492311,0.0369091,-0.013,2.89
10/1/1994,n,0.003374961,0.26,0.003804269,0.00305028,-0.027245342,-0.199,3.05
11/1/1994,n,0.004034975,0.03,0.008432837,0.001829176,0.02061976,-0.102,2.62
12/1/1994,n,0.002011399,0.53,0.006144895,0.003553415,-0.040306099,-0.257,2.39
1/1/1995,n,0.000669568,0.16,0.010446266,0.002551352,0.012224099,-0.145,2.07
2/1/1995,n,0.002673798,0.08,0.001826736,0.002888262,0.023987692,0.145,1.3
3/1/1995,n,0.002000668,0.39,-0.001627542,0.001680975,0.035438714,-0.188,1.22
4/1/1995,n,0.002661346,0.06,0.001439569,0.001797915,0.026962418,-0.034,1.02
5/1/1995,n,0.002654282,0.07,-0.000639098,0.001384758,0.027576605,0.492,0.29
6/1/1995,n,0.001986098,-0.04,0.003391135,-0.000170854,0.035667979,-0.215,0.21
7/1/1995,n,0.003960401,-0.01,0.003387797,0.002022746,0.021055317,-0.003,0.6
8/1/1995,n,0.001974334,-0.15,-0.003985717,0.000801139,0.031281628,0.1,0.54
9/1/1995,n,0.001970444,-0.11,0.012543609,0.002161574,-0.000320289,-0.043,0.37
10/1/1995,n,0.001311476,0.06,0.004001648,0.002046632,0.039314432,-0.006,0.27
11/1/1995,n,0.001963994,-0.04,-0.001230807,0.001322561,-0.004991773,-0.15,-0.04
12/1/1995,n,0.00130719,0.04,0.002513515,0.001219275,0.040228861,0.098,-0.02
1/1/1996,n,0.002609264,-0.2,0.003809016,0.001226242,0.017293476,-0.003,0.04
2/1/1996,n,0.001302084,-0.04,-0.006558162,-3.38E-05,0.032096731,0.068,0.91
3/1/1996,n,0.00130039,-0.34,0.015284797,0.003568796,0.006909774,-0.178,1.03
4/1/1996,n,0.005184717,0.09,-0.000940649,0.002136861,0.007885395,0.005,1.44
5/1/1996,n,0.001937359,-0.09,0.009106661,0.001385676,0.01334202,0.097,1.61
6/1/1996,n,0.003220615,0.02,0.007296463,0.002748866,0.022596178,0.008,1.46
7/1/1996,n,0.003851096,0.03,0.008414678,0.002365678,0.002254168,-0.328,1.4
8/1/1996,n,0.001920001,0.13,-0.001297404,0.002051847,-0.046827509,0.242,1.74
9/1/1996,n,0.001916321,-0.18,0.005782169,0.001531968,0.018639142,-0.455,1.42
10/1/1996,n,0.001912656,0.08,0.006862168,0.001753883,0.052785342,0.097,1.13
11/1/1996,n,0.001273075,-0.06,-0.000594678,0.002115525,0.025766186,0.052,0.75
12/1/1996,n,0.003175614,0.07,0.008789824,0.002450069,0.070808963,0.205,1.14
1/1/1997,n,0.003165561,-0.02,0.006477744,0.001503486,-0.021740027,0.017,1.28
2/1/1997,n,0.003155572,-0.04,0.001416559,0.001814389,0.059510627,-0.095,1.37
3/1/1997,n,0.002517308,-0.06,0.012024777,0.002567501,0.005910091,-0.056,1.53
4/1/1997,n,0.001883831,0.2,0.006673805,0.002585518,-0.043548636,-0.102,1.21
5/1/1997,n,0.001880289,0.12,0.000234807,0.002423489,0.056763605,-0.127,1.17
6/1/1997,n,0.000625978,-0.01,0.00583643,0.002123906,0.056925444,-0.218,0.95
7/1/1997,n,0.000625587,0.06,0.004866587,0.002184546,0.042535037,0.144,0.5
8/1/1997,n,0,-0.04,0.007598583,0.002415372,0.075242723,-0.144,0.8
9/1/1997,n,0.001874415,0.02,0.010394079,-0.00014622,-0.059182895,-0.047,0.58
10/1/1997,n,0.001247661,0,0.008843811,0.003989011,0.051789082,0.048,0.34
11/1/1997,n,0.002490661,-0.04,0.008566754,0.002779643,-0.035086078,-0.202,0.34
12/1/1997,n,0.002484473,0.02,0.008740702,0.002466112,0.043621453,-0.146,0.25
1/1/1998,n,0.001859313,-0.02,0.003078813,0.002524279,0.015609139,0.168,-0.03
2/1/1998,n,0.001237624,0.06,0.005122309,0.002109392,0.01009901,-0.108,0.11
3/1/1998,n,0.000618238,-0.05,0.001312507,0.001633124,0.068078367,-0.062,0.18
4/1/1998,n,0.001235331,-0.02,0.000675189,0.001183148,0.048738462,0.116,0.23
5/1/1998,n,0,-0.04,0.003693938,0.002218623,0.009035526,-0.481,0.07
6/1/1998,n,0,0.04,0.006338522,0.003199544,-0.019005693,0.106,-0.12
7/1/1998,n,0.001233806,0.07,-0.006293768,0.001841855,0.038680414,0.165,-0.04
8/1/1998,n,0.002463055,-0.02,-0.003479568,0.001022669,-0.011683312,0.047,-0.5
9/1/1998,n,0.001229256,0.01,0.02031677,0.002682505,-0.157586079,-0.08,-1.07
10/1/1998,n,0.002453989,-0.04,-0.001956221,0.001642348,0.060526279,0.121,-0.43
11/1/1998,n,0.00122474,-0.44,0.008064487,0.001592395,0.077233438,-0.02,-0.09
12/1/1998,n,0.000611808,-0.24,-0.000649549,0.002179516,0.057444036,-0.18,-0.03
1/1/1999,n,0.002443495,-0.15,0.003706519,0.002864691,0.054843507,-0.068,0.03
2/1/1999,n,0.001219512,-0.05,0.004670391,0.000830402,0.040190859,-0.056,0.53
3/1/1999,n,0.001826485,0.13,0.005318607,0.0032679,-0.032815138,0.135,0.44
4/1/1999,n,0.001823155,0.05,0.001584998,0.000834806,0.038060632,-0.328,0.62
5/1/1999,n,0,-0.07,0.002709576,0.002881353,0.03724186,0.221,0.9
6/1/1999,n,0.00060698,0,0.00686077,0.00163944,-0.025287532,-0.208,1.05
7/1/1999,n,0.00665258,0.02,-0.001671858,0.002179165,0.053008237,0.155,0.93
8/1/1999,n,0.000602591,0.23,0.006309045,0.002514479,-0.032570809,0.074,0.91
9/1/1999,n,0,0.08,0.0042003,0.00119699,-0.006273731,-0.187,0.68
10/1/1999,n,0.004208001,0.15,-0.00422863,0.001565507,-0.028967323,0.077,0.82
11/1/1999,n,0.002396646,-0.02,0.013247879,0.003115998,0.060661837,-0.137,0.76
12/1/1999,n,0.004180358,0.22,0.00471157,0.002217594,0.018882458,-0.062,1.15
1/1/2000,n,0.001786246,-0.12,0.007699546,0.002342692,0.056232775,-0.063,1.23
2/1/2000,n,0.001783061,0.15,0.00017522,0.001780142,-0.052244851,0.055,0.69
3/1/2000,n,0.00237248,0.28,0.002967693,0.00090795,-0.020313002,0.15,0.18
4/1/2000,n,0.002957707,0.12,0.00361737,0.003593183,0.092323751,-0.125,0.21
5/1/2000,n,0.004126148,0.17,0.007176868,0.002216454,-0.031279911,-0.252,0.02
6/1/2000,n,0.005865119,0.25,0.001702557,0.001643983,-0.022158752,0.277,-0.5
7/1/2000,n,-0.000584966,0.26,0.000959354,-0.000333124,0.023651632,-0.107,-0.5
8/1/2000,n,0.001753874,0.01,-0.001512603,0.001324268,-0.016476268,0.096,-0.77
9/1/2000,n,0.005824128,-0.04,-0.002927161,-4.54E-05,0.058928224,0.106,-0.72
10/1/2000,n,0.002899393,0.02,0.003851511,0.000929765,-0.054966321,-0.228,-0.74
11/1/2000,n,0,-0.01,-0.002951707,-1.51E-05,-0.004961775,-0.091,-1.03
12/1/2000,n,0.005197817,0,0.00027146,0.001547713,-0.083456188,0.105,-1.28
1/1/2001,n,0.001726619,-0.11,-0.00278728,0.001153564,0.004045252,-0.005,-0.79
2/1/2001,n,0.001723643,-0.42,-0.006457516,-8.29E-05,0.034050232,0.389,-0.57
3/1/2001,n,0.002293579,-0.49,-0.006419645,0.000685533,-0.096831145,0.066,-0.38
4/1/2001,y,0.005711038,-0.18,-0.002341471,-0.000316341,-0.066358534,0.052,0.55
5/1/2001,y,0.002275314,-0.51,-0.00291932,-0.0021417,0.074007017,0.13,1.22
6/1/2001,y,0.00056802,-0.59,-0.00612809,-0.000400192,0.005077276,-0.045,1.45
7/1/2001,y,0.001702128,-0.24,-0.005995802,-0.000838657,-0.025354105,0.258,1.3
8/1/2001,y,0.00508907,-0.2,-0.005730158,-0.000922579,-0.010798242,0.099,1.2
9/1/2001,y,0.002253522,-0.12,-0.001240511,-0.001127912,-0.066255628,0.459,1.53
10/1/2001,y,-0.001689665,-0.58,-0.003831523,-0.001948454,-0.085256633,0.1,1.81
11/1/2001,y,0,-0.58,-0.004360801,-0.002408587,0.017937272,0.552,2.69
12/1/2001,n,0.00393812,-0.4,-0.004911333,-0.002376275,0.07248428,0.309,3.25
1/1/2002,n,-0.00281136,-0.27,0.000235368,-0.001220796,0.007545297,0.255,3.34
2/1/2002,n,-0.000563222,-0.09,0.006301143,-0.000992996,-0.015696379,-0.076,3.14
3/1/2002,n,-0.000563539,0.01,-0.000264639,-0.000886891,-0.020984861,0.033,3.69
4/1/2002,n,0.001689665,-0.01,0.008123497,-0.000145342,0.036080107,0.089,3.36
5/1/2002,n,0.001686815,0.02,0.004121216,-0.000719369,-0.063384655,0.295,3.33
6/1/2002,n,0.002805051,0,0.004218819,8.42E-05,-0.009122969,-0.2,3.11
7/1/2002,n,0.004471779,0,0.009470305,0.000382676,-0.07521435,-0.006,2.78
8/1/2002,n,0.001114827,-0.02,-0.00239887,-0.000719551,-0.082299884,-0.003,2.4
9/1/2002,n,0.000556948,0.01,0.000130859,-2.30E-05,0.004869558,-0.086,1.88
10/1/2002,n,0.002224695,0.01,0.001387986,-0.000658782,-0.116561141,-0.053,2.18
11/1/2002,n,0.002773927,0,-0.003024961,0.000972699,0.082914397,0.056,2.88
12/1/2002,n,0.00166067,-0.41,0.005206473,-9.95E-05,0.055500571,0.213,2.59
1/1/2003,n,0.002209946,-0.1,-0.004917526,-0.00109542,-0.062229267,0.12,2.76
2/1/2003,n,0.00165426,0,0.007591109,0.000827421,-0.027797488,-0.12,2.45
3/1/2003,n,0.001651528,0.02,0.001420865,-0.00104205,-0.01714983,0.098,2.58
4/1/2003,n,0.004390786,-0.01,-0.002316599,-0.001626541,0.008322837,-0.03,2.63
5/1/2003,n,0.00546151,0.01,-0.007174491,-0.000422412,0.07792734,0.254,2.11
6/1/2003,n,0.001632653,0,0.000280408,0.000145944,0.049645712,0.115,2.32
7/1/2003,n,-0.003813679,-0.04,0.001672218,-1.54E-05,0.011258598,0.309,3.48
8/1/2003,n,-0.001638897,-0.21,0.004393664,-2.30E-05,0.016093504,-0.255,3.42
9/1/2003,n,0.001092896,0.02,-0.001427482,-0.000322655,0.017715356,-0.115,2.95
10/1/2003,n,0.003271541,-0.02,0.005868896,0.000806442,-0.012016272,0.025,3.32
11/1/2003,n,0.004345471,0,0.001410643,0.001534284,0.05350426,-0.189,3.34
12/1/2003,n,0.003246756,-0.01,0.007675764,0.000153299,0.007103216,-0.156,3.29
1/1/2004,n,-0.001081081,-0.02,-0.000712329,0.000873356,0.049518985,-0.259,3.16
2/1/2004,n,0.000540687,0.02,0.002550867,0.001385079,0.017128847,0.053,2.98
3/1/2004,n,0.002699057,0.01,0.006040066,0.000428144,0.012135045,-0.203,2.86
4/1/2004,n,0.004303396,-0.01,-0.004986037,0.002420153,-0.016494204,0.324,3.53
5/1/2004,n,0.002144773,0,0.004503084,0.002049111,-0.016933315,-0.321,3.66
6/1/2004,n,0.002140183,0,0.007895473,0.002151233,0.012011028,0.042,3.59
7/1/2004,n,0.001602137,0.03,-0.008278237,0.00075146,0.017829111,0.074,3.24
8/1/2004,n,0.004259857,0.23,0.007675337,0.000417234,-0.034892235,-0.15,2.7
9/1/2004,n,0.003712547,0.17,0.000736713,0.000674792,0.002284738,-0.146,2.53
10/1/2004,n,0.001058201,0.18,0.000841886,0.001181684,0.009320306,-0.063,2.29
11/1/2004,n,0.000528681,0.15,0.009476085,0.002676345,0.013916952,0.134,2.43
12/1/2004,n,0.00316623,0.17,0.002095137,0.000422721,0.037868777,-0.129,2.08
1/1/2005,n,0.005254873,0.23,0.007329622,0.00091277,0.031942574,0.002,1.86
2/1/2005,n,0.004705891,0.12,0.004593236,0.001130378,-0.025615767,-0.15,1.86
3/1/2005,n,0,0.22,0.006854054,0.001941266,0.018726898,0.196,1.87
4/1/2005,n,-0.000521785,0.13,-0.001587765,0.000931672,-0.019302761,-0.243,1.42
5/1/2005,n,0.004166673,0.16,0.001683273,0.002714927,-0.020313511,-0.065,1
6/1/2005,n,0.003631651,0.21,0.001305025,0.001287387,0.029512244,-0.021,0.9
7/1/2005,n,0.003102381,0.04,0.003827879,0.001883183,-0.000142724,-0.127,1.02
8/1/2005,n,-0.000516396,0.22,-0.003166473,0.002639449,0.035336533,-0.118,0.52
9/1/2005,n,0.000516396,0.24,0.002748324,0.00150301,-0.011285548,-0.061,0.72
10/1/2005,n,0.006176036,0.12,-0.018842965,0.000505456,0.006924991,0.208,0.79
11/1/2005,n,0.006138127,0.16,0.012533549,0.000661167,-0.017900034,-0.1,0.49
12/1/2005,n,0.013674561,0.22,0.010085416,0.002506973,0.034581213,0.113,0.23
1/1/2006,n,0.001507917,0.16,0.00618191,0.001154948,-0.000952803,-0.287,0.24
2/1/2006,n,-0.005035257,0.13,0.001178181,0.002069644,0.025147896,-0.215,0.06
3/1/2006,n,0,0.2,4.16E-05,0.002271672,0.000453055,0.12,0.27
4/1/2006,n,0.006039274,0.1,0.002057903,0.002281224,0.011034704,-0.112,0.28
5/1/2006,n,0.00050163,0.2,0.004002836,0.001160689,0.012082366,0.048,0.18
6/1/2006,n,0.001503383,0.15,-0.001006591,0.000286292,-0.031404929,-0.14,0.16
7/1/2006,n,0.004995015,0.05,0.003834967,0.000594345,8.66E-05,0.021,-0.25
8/1/2006,n,0.002985077,0.25,-0.000366844,0.001429383,0.005072989,0.174,-0.51
9/1/2006,n,0.002480775,0.01,0.003924327,0.001273727,0.021051057,-0.084,-0.61
10/1/2006,n,0.005436139,0,-0.002029758,0.001089432,0.0242694,-0.244,-0.64
11/1/2006,n,0.004425874,0,-0.000572011,6.58E-05,0.031021812,-0.12,-0.79
12/1/2006,n,-0.004918849,0,-0.000960617,0.001540624,0.016332552,0.145,-0.53
1/1/2007,n,-0.004447746,-0.01,0.010345559,0.00135612,0.012536867,-0.11,-0.42
2/1/2007,n,0.000495172,0.01,-0.005215013,0.001659836,0.013961131,0.354,-0.7
3/1/2007,n,0.005430771,0.01,0.010029222,0.000589016,-0.022088337,-0.189,-0.61
4/1/2007,n,0.001657906,0,0.002177747,0.001706913,0.009930512,-0.196,-0.62
5/1/2007,n,0.003870849,-0.01,0.007004665,0.000355543,0.042379843,0.119,-0.35
6/1/2007,n,0.005186647,0,0.000486093,0.001094858,0.032030724,-0.084,-0.22
7/1/2007,n,0.002996169,0,0.00028217,0.000550601,-0.017976944,0.213,-0.48
8/1/2007,n,0.004124477,0.01,-0.000373055,-0.000224551,-0.032504471,0.17,-0.48
9/1/2007,n,0.002314072,-0.24,0.002225745,-0.000166635,0.012781539,-0.082,-0.35
10/1/2007,n,0.001779012,-0.08,0.003863442,0.000579479,0.03516829,0.103,-0.28
11/1/2007,n,0.000308233,-0.18,-0.004231032,0.000571906,0.014713561,0.067,-0.52
12/1/2007,n,0.0042286,-0.27,0.005871927,0.000795781,-0.045042782,0.003,-0.2
1/1/2008,y,0.003078494,-0.25,0.000112968,0.000780697,-0.00866595,0.405,-0.27
